Cluster	EC1	EC2	EC3	EC4	EC5	EC6
990	1	0	0	0	0	0
991	0	0	0	1	0	0
992	0	0	0	2	0	0
993	8	0	0	0	0	0
994	7	0	0	0	0	0
995	0	3	0	0	0	0
996	4	1	0	82	0	1
997	2	0	0	0	0	0
998	0	0	0	0	1	0
999	1	0	0	0	0	0
1000	6	0	0	0	0	0
1001	1	0	0	0	0	0
1002	3	0	0	0	0	0
1003	1	0	0	0	0	0
1004	2	0	0	0	0	0
1005	1	0	0	0	0	0
1006	1	0	0	0	0	0
1007	1	0	0	0	0	0
1008	1	0	0	0	0	0
1009	1	0	0	0	0	0
1010	2	0	0	0	2	0
1011	2	0	0	0	0	0
1012	2	0	0	0	0	0
1013	1	0	0	0	0	0
1014	2	0	0	0	0	0
1015	2	0	0	0	0	0
1016	2	0	0	0	0	0
1017	0	0	1	0	0	0
1018	0	1	0	0	0	0
1019	0	0	8	0	0	0
1020	0	0	2	0	0	0
1021	0	0	0	0	4	0
1022	0	2	0	0	0	0
1023	0	0	1	0	0	0
1024	0	0	1	0	0	0
1025	0	0	1	0	0	0
1026	0	0	2	1	0	0
1027	0	0	1	0	0	0
1028	0	2	0	0	0	0
1029	0	0	1	0	0	0
1030	0	0	2	0	0	0
1031	1	0	0	0	0	0
1032	2	0	0	0	0	0
1033	2	0	0	0	0	0
1034	1	0	0	0	0	0
1035	1	0	0	0	0	0
1036	1	0	0	0	0	0
1037	2	0	0	0	0	0
1038	1	0	0	0	0	0
1039	0	1	0	0	0	0
1040	4	0	0	0	0	0
1041	1	0	0	0	0	0
1042	0	19	0	0	0	0
1043	0	0	0	0	2	0
1044	0	1	0	0	0	0
1045	0	0	0	0	1	0
1046	0	1	0	0	0	0
1047	0	0	4	0	0	0
1048	13	0	0	0	0	0
1049	1	0	0	10	0	0
1050	2	0	0	0	0	0
1051	0	0	3	0	0	0
1052	0	0	1	0	0	0
1053	5	0	0	0	0	0
1054	7	0	0	0	0	0
1055	2	3	0	0	0	0
1056	1	0	0	0	0	0
1057	3	0	0	0	0	0
1058	1	0	0	0	0	0
1059	1	0	0	0	0	0
1060	1	0	0	0	0	0
1061	1	0	0	0	0	0
1062	4	0	0	0	0	0
1063	0	1	0	0	0	0
1064	2	0	0	0	0	0
1065	2	0	0	0	0	0
1066	1	0	0	0	0	0
1067	2	0	0	0	0	0
1068	1	0	0	0	0	0
1069	2	0	0	0	0	0
1070	1	0	0	0	0	0
1071	1	0	0	0	0	0
1072	0	0	8	0	0	0
1073	0	22	0	0	0	0
1074	0	0	0	3	0	0
1075	0	45	0	0	0	0
1076	0	2	0	0	0	0
1077	0	1	0	0	0	0
1078	0	1	0	0	0	0
1079	0	1	0	0	0	0
1080	0	7	0	0	0	0
1081	0	1	0	0	0	0
1082	0	3	0	0	0	0
1083	0	1	0	0	0	0
1084	0	3	0	0	0	0
1085	0	0	0	1	0	0
1086	0	2	0	0	0	0
1087	0	21	1	0	0	0
1088	0	1	1	0	0	0
1089	0	3	0	0	0	0
1090	0	18	0	0	0	0
1091	0	0	0	0	1	0
1092	0	1	0	0	0	0
1093	0	0	0	0	1	0
1094	0	0	0	0	4	0
1095	0	0	1	0	0	0
1096	0	0	0	1	0	0
1097	0	0	0	1	0	0
1098	0	0	0	1	0	0
1099	0	0	0	0	1	0
1100	0	0	0	0	66	0
1101	0	0	0	4	0	0
1102	0	0	0	0	1	0
1103	0	0	0	1	0	0
1104	0	0	0	4	0	0
1105	0	0	0	0	1	0
1106	0	0	0	1	0	0
1107	0	0	0	0	8	0
1108	1	0	0	0	0	0
1109	1	0	0	0	0	0
1110	0	12	26	2	0	0
1111	0	1	0	0	0	0
1112	0	1	0	0	0	0
1113	0	3	0	0	0	0
1114	0	2	0	0	0	0
1115	0	4	8	0	0	0
1116	2	0	0	0	0	0
1117	2	0	0	0	0	0
1118	1	0	0	0	0	0
1119	1	0	0	0	0	0
1120	1	0	0	0	0	0
1121	1	0	0	0	0	0
1122	1	0	0	0	0	0
1123	1	0	0	0	0	0
1124	0	3	0	0	0	0
1125	1	0	0	0	0	0
1126	4	0	0	0	0	0
1127	2	0	0	0	0	0
1128	4	0	0	0	0	0
1129	1	0	0	0	0	0
1130	1	0	0	0	0	0
1131	1	0	0	0	0	0
1132	2	0	0	0	0	0
1133	3	0	0	0	0	0
1134	1	0	0	0	0	0
1135	0	0	0	1	0	0
1136	0	0	0	1	0	0
1137	0	0	0	1	0	0
1138	0	0	0	1	0	0
1139	0	0	0	1	0	0
1140	0	0	0	1	0	0
1141	0	0	0	3	0	0
1142	0	0	0	1	0	0
1143	0	0	0	0	1	0
1144	0	0	0	7	0	0
1145	0	0	0	0	3	0
1146	0	0	0	1	0	0
1147	0	0	0	1	0	0
1148	1	0	0	0	0	0
1149	0	0	0	0	1	0
1150	0	0	0	44	0	0
1151	0	7	0	1	0	0
1152	0	1	0	0	0	0
1153	0	1	0	0	0	0
1154	1	0	0	0	0	0
1155	0	1	0	0	0	0
1156	0	1	0	0	0	0
1157	0	1	0	0	0	0
1158	0	1	0	0	0	0
1159	0	0	0	1	0	0
1160	0	0	0	1	0	0
1161	0	0	0	0	11	0
1162	0	1	0	0	0	0
1163	0	9	0	1	0	0
1164	2	0	0	0	0	0
1165	1	0	0	0	0	0
1166	1	0	0	0	0	0
1167	9	0	0	0	0	0
1168	1	0	0	0	0	0
1169	1	0	0	0	0	0
1170	1	0	0	0	0	0
1171	1	0	0	0	0	0
1172	1	0	0	0	0	0
1173	1	0	0	0	0	0
1174	0	0	0	0	1	0
1175	0	0	0	0	11	0
1176	1	0	0	0	0	0
1177	1	0	0	0	0	0
1178	0	0	0	0	1	0
1179	0	0	0	0	1	0
1180	0	0	0	0	1	0
1181	0	0	0	0	3	0
1182	0	0	11	0	0	0
1183	0	0	0	1	0	0
1184	0	64	0	0	0	0
1185	1	0	0	0	0	0
1186	0	3	0	0	0	0
1187	0	2	2	0	0	0
1188	0	0	1	0	0	0
1189	4	0	0	0	0	0
1190	0	0	0	0	4	0
1191	1	0	0	0	0	0
1192	8	0	0	0	0	0
1193	1	0	0	0	0	0
1194	1	0	0	0	0	0
1195	1	0	0	0	0	0
1196	1	0	0	0	0	0
1197	2	0	0	0	0	0
1198	8	0	0	0	0	0
1199	11	0	0	0	0	0
1200	3	0	0	0	0	0
1201	0	0	0	1	0	0
1202	0	1	0	0	0	0
1203	0	0	0	1	0	0
1204	0	0	0	1	0	0
1205	22	0	0	0	0	0
1206	0	0	0	1	0	0
1207	0	0	0	1	0	0
1208	0	1	0	0	0	0
1209	0	0	0	1	0	0
1210	0	0	0	1	0	0
1211	0	0	0	0	1	0
1212	0	0	0	0	1	0
1213	0	0	0	0	1	0
1214	0	0	0	0	3	0
1215	1	0	0	0	0	0
1216	1	0	0	0	0	0
1217	1	0	0	0	0	0
1218	1	0	0	0	0	0
1219	1	0	0	0	0	0
1220	2	0	0	0	0	0
1221	3	0	0	0	0	0
1222	4	0	0	0	0	0
1223	35	0	0	0	0	0
1224	1	0	0	0	0	0
1225	0	0	1	0	0	0
1226	0	0	0	0	1	0
1227	1	0	0	0	0	0
1228	1	0	0	0	0	0
1229	3	0	0	0	0	0
1230	1	0	0	0	0	0
1231	1	0	0	0	0	0
1232	1	0	0	0	0	0
1233	1	0	0	0	0	0
1234	2	0	0	0	0	0
1235	1	0	0	0	0	0
1236	1	0	0	0	0	0
