"G3DSA:1.10.240.10"	"G3DSA:2.40.50.140"	"G3DSA:3.10.290.10"	"G3DSA:3.40.50.620"	"PS00178"	"PS50006"	"PS50886"	"PS50889"	"G3DSA:1.10.287.10"	"G3DSA:1.10.730.10"	"G3DSA:1.20.1050.10"	"G3DSA:2.170.220.10"	"G3DSA:2.20.28.20"	"PS00762"	"PS50405"	"PS51185"	"PS51257"	"G3DSA:1.10.287.40"	"G3DSA:3.30.930.10"	"PS50862"	"G3DSA:3.30.1360.30"	"G3DSA:1.10.1200.10"	"G3DSA:2.30.38.10"	"G3DSA:3.30.300.30"	"G3DSA:3.40.50.980"	"PS00455"	"PS50075"	"G3DSA:1.10.3210.10"	"G3DSA:1.20.58.180"	"G3DSA:3.40.50.800"	"PS50861"	"G3DSA:1.10.1160.10"	"G3DSA:2.40.240.10"	"G3DSA:3.30.110.30"	"G3DSA:3.90.800.10"	"G3DSA:3.90.960.10"	"G3DSA:1.10.630.10"	"G3DSA:2.40.380.10"	"G3DSA:4.10.860.10"	"PS50151"	"G3DSA:1.10.10.350"	"G3DSA:1.10.8.70"	"PS00120"	"PS50966"	"G3DSA:3.30.1360.70"	"PS00014"	"G3DSA:3.30.160.160"	"G3DSA:1.10.10.10"	"G3DSA:3.30.56.10"	"G3DSA:3.30.56.20"	"G3DSA:3.30.70.380"	"G3DSA:3.50.40.10"	"PS51447"	"PS51483"	"G3DSA:1.20.200.10"	"G3DSA:2.20.28.10"	"G3DSA:3.10.20.30"	"G3DSA:3.30.54.20"	"G3DSA:3.30.980.10"	"G3DSA:3.90.740.10"	"PS50993"	"G3DSA:3.40.30.10"	"G3DSA:2.30.30.300"	"G3DSA:1.10.1140.10"	"G3DSA:1.10.440.10"	"G3DSA:1.20.1170.10"	"G3DSA:1.20.5.340"	"G3DSA:2.40.30.10"	"G3DSA:3.40.50.720"	"PS50860"	"G3DSA:1.10.287.380"	"G3DSA:3.30.1170.10"	"G3DSA:3.30.1490.20"	"G3DSA:3.30.470.20"	"G3DSA:3.40.50.20"	"PS00843"	"PS00844"	"PS50975"	"PS00761"	"G3DSA:3.40.640.10"	"G3DSA:3.90.1150.10"	"G3DSA:3.40.1130.10"	"G3DSA:3.40.630.30"	"PS51186"	"G3DSA:3.40.50.261"	"PS00399"	"PS01216"	"PS01217"	"G3DSA:3.10.20.70"	"G3DSA:3.30.590.10"	"PS00181"	"PS00180"	"PS00182"	"PS00304"	"PS50911"	"G3DSA:3.30.1300.10"	"G3DSA:3.40.50.300"	"G3DSA:3.40.1190.10"	"G3DSA:3.40.1390.10"	"G3DSA:3.90.190.20"	"PS01011"	"PS01012"	"G3DSA:1.10.8.10"	"G3DSA:3.10.110.10"	"G3DSA:3.10.20.90"	"G3DSA:3.10.470.10"	"G3DSA:3.30.40.10"	"G3DSA:3.40.50.410"	"G3DSA:4.10.45.10"	"PS00183"	"PS00518"	"PS50030"	"PS50089"	"PS50127"	"PS50188"	"PS50234"	"G3DSA:3.40.1210.10"	"PS51221"	"G3DSA:3.40.50.1820"	"PS00012"	"G3DSA:1.10.1080.10"	"G3DSA:3.30.1490.50"	"G3DSA:3.30.1490.80"	"G3DSA:3.40.50.1760"	"G3DSA:3.50.50.60"	"G3DSA:3.40.50.10300"	"G3DSA:3.40.50.1950"	"G3DSA:3.30.200.20"	"G3DSA:3.40.50.7700"	"PS01057"	"PS01058"	"PS50096"	"G3DSA:3.30.1330.10"	"G3DSA:3.40.50.170"	"G3DSA:3.90.600.10"	"G3DSA:3.90.650.10"	"PS00184"	"PS00373"	"G3DSA:3.40.50.10420"	"G3DSA:3.40.50.150"	"PS00600"	"G3DSA:3.60.20.10"	"G3DSA:3.40.50.880"	"G3DSA:2.40.50.100"	"G3DSA:3.90.226.10"	"PS00188"	"PS00866"	"PS00867"	"PS50968"	"PS50979"	"PS50980"	"PS50989"	"G3DSA:2.30.30.100"	"G3DSA:3.30.420.160"	"G3DSA:1.10.1030.10"	"G3DSA:3.40.50.1380"	"G3DSA:3.50.30.20"	"PS51273"	"G3DSA:3.40.140.10"	"G3DSA:3.40.50.2020"	"PS00103"	"PS00903"	"G3DSA:3.10.410.10"	"G3DSA:3.30.1510.10"	"G3DSA:3.40.192.10"	"PS00721"	"PS00722"	"PS00766"	"PS00767"	"G3DSA:1.10.300.10"	"G3DSA:3.40.440.10"	"G3DSA:3.90.170.10"	"PS00300"	"PS00513"	"PS01266"	"G3DSA:1.10.287.400"	"G3DSA:1.20.5.470"	"G3DSA:3.90.1260.10"	"PS00564"	"PS00565"	"G3DSA:2.40.100.10"	"G3DSA:3.10.490.10"	"G3DSA:3.30.1360.40"	"G3DSA:3.90.1300.10"	"G3DSA:3.60.110.10"	"PS00920"	"PS50263"	"G3DSA:1.10.340.30"	"G3DSA:3.30.300.10"	"PS51553"	"PS51278"	"G3DSA:3.20.20.140"	"G3DSA:3.40.50.1370"	"PS00097"	"PS00482"	"PS00483"	"G3DSA:3.10.600.10"	"G3DSA:3.20.20.70"	"PS50991"	"PS00848"	"G3DSA:1.10.3260.10"	"G3DSA:3.30.1490.70"	"G3DSA:3.30.1740.10"	"G3DSA:3.30.470.30"	"G3DSA:3.40.50.10190"	"G3DSA:3.60.15.10"	"PS00333"	"PS00347"	"PS00697"	"PS50064"	"PS50160"	"PS50172"	"G3DSA:1.10.150.20"	"G3DSA:1.10.287.610"	"PS01055"	"PS01056"	"PS50045"	"G3DSA:3.40.50.1000"	"PS01288"	"G3DSA:3.30.360.20"	"G3DSA:3.65.10.20"	"PS01287"	"G3DSA:1.10.8.80"	ecclass
continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	6.1.1.1_. 6.1.1.10_. 6.1.1.11_. 6.1.1.12_. 6.1.1.13_. 6.1.1.14_. 6.1.1.15_. 6.1.1.16_. 6.1.1.17_. 6.1.1.18_. 6.1.1.19_. 6.1.1.2_. 6.1.1.20_. 6.1.1.21_. 6.1.1.22_. 6.1.1.26_. 6.1.1.27_. 6.1.1.3_. 6.1.1.4_. 6.1.1.5_. 6.1.1.6_. 6.1.1.7_. 6.1.1.9_. 6.1.2.1_. 6.2.1.1_. 6.2.1.12_. 6.2.1.14_. 6.2.1.16_. 6.2.1.17_. 6.2.1.2_. 6.2.1.20_. 6.2.1.22_. 6.2.1.25_. 6.2.1.26_. 6.2.1.27_. 6.2.1.3_. 6.2.1.30_. 6.2.1.33_. 6.2.1.36_. 6.2.1.37_. 6.2.1.4_. 6.2.1.5_. 6.2.1.7_. 6.2.1.9_. 6.3.1.1_. 6.3.1.11_. 6.3.1.13_. 6.3.1.2_. 6.3.1.5_. 6.3.1.8_. 6.3.1.9_. 6.3.2.1_. 6.3.2.10_. 6.3.2.11_. 6.3.2.12_. 6.3.2.13_. 6.3.2.17_. 6.3.2.19_. 6.3.2.2_. 6.3.2.20_. 6.3.2.25_. 6.3.2.26_. 6.3.2.28_. 6.3.2.29_. 6.3.2.3_. 6.3.2.30_. 6.3.2.33_. 6.3.2.37_. 6.3.2.4_. 6.3.2.5_. 6.3.2.6_. 6.3.2.7_. 6.3.2.8_. 6.3.2.9_. 6.3.3.1_. 6.3.3.2_. 6.3.3.3_. 6.3.3.4_. 6.3.4.10_. 6.3.4.11_. 6.3.4.13_. 6.3.4.14_. 6.3.4.15_. 6.3.4.16_. 6.3.4.18_. 6.3.4.19_. 6.3.4.2_. 6.3.4.3_. 6.3.4.4_. 6.3.4.5_. 6.3.4.6_. 6.3.4.9_. 6.3.5.1_. 6.3.5.2_. 6.3.5.3_. 6.3.5.4_. 6.3.5.5_. 6.4.1.1_. 6.4.1.2_. 6.4.1.3_. 6.4.1.4_. 6.4.1.7_. 6.5.1.1_. 6.5.1.2_. 6.5.1.3_. 6.5.1.4_. 6.6.1.1_. 6.6.1.2_.
																																																																																																																																																																																																																															class
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1.1.1_.
0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1.1.10_.
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1.1.11_.
0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1.1.12_.
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1.1.13_.
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1.1.14_.
0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1.1.15_.
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1.1.16_.
